100044d0	.text	?GetHandle@SinkStream@@QBEPBUPARTY_AUDIO_MANIPULATION_SINK_STREAM@@XZ
10004540	.text	?GetHandle@SourceStream@@QBEPBUPARTY_AUDIO_MANIPULATION_SOURCE_STREAM@@XZ
100045b0	.text	?GetNextBuffer@AudioStream@@QAE?AUPARTY_MUTABLE_DATA_BUFFER@@XZ
10004760	.text	?GetStreamState@AudioStream@@QBE?AW4StreamState@@XZ
100047f0	.text	?Initialize@AudioStream@@IAEIAAVPartyStateChangeManager@@ABUPARTY_AUDIO_FORMAT@@II@Z
10004a30	.text	?Initialize@SinkStream@@QAEIPBUPARTY_AUDIO_MANIPULATION_SINK_STREAM@@AAVPartyStateChangeManager@@ABUPARTY_AUDIO_MANIPULATION_SINK_STREAM_CONFIGURATION@@ABUPARTY_AUDIO_FORMAT@@I@Z
10004b80	.text	?Initialize@SourceStream@@QAEIPBUPARTY_AUDIO_MANIPULATION_SOURCE_STREAM@@AAVPartyStateChangeManager@@ABUPARTY_AUDIO_MANIPULATION_SOURCE_STREAM_CONFIGURATION@@ABUPARTY_AUDIO_FORMAT@@I@Z
10004cd0	.text	?ReturnBuffer@AudioStream@@QAEIPAX@Z
10004e60	.text	?SetCustomContext@AudioStream@@QAEXPAX@Z
10004ee0	.text	?SetStreamState@AudioStream@@IAEXW4StreamState@@@Z
10004f60	.text	?Shutdown@AudioStream@@QAEXXZ
10005030	.text	?SubmitBuffer@AudioStream@@QAEIABV?$span@$$CBE$0?0@gsl@@@Z
100054d0	.text	?TryCompleteShutdown@AudioStream@@AAEXXZ
100055b0	.text	?terminate@details@gsl@@YAXXZ
100055c0	.text	_WPP_SF_q
10005610	.text	_WPP_SF_qD
10005610	.text	_WPP_SF_qd
10005660	.text	_WPP_SF_qDD
10005660	.text	_WPP_SF_qDd
10005660	.text	_WPP_SF_qdD
10005660	.text	_WPP_SF_qdd
100056b0	.text	_WPP_SF_qDDDD
100056b0	.text	_WPP_SF_qDDDd
100056b0	.text	_WPP_SF_qDDdD
100056b0	.text	_WPP_SF_qDDdd
100056b0	.text	_WPP_SF_qDdDD
100056b0	.text	_WPP_SF_qDddD
100056b0	.text	_WPP_SF_qDddd
100056b0	.text	_WPP_SF_qdDDD
100056b0	.text	_WPP_SF_qdDDd
100056b0	.text	_WPP_SF_qdDdd
100056b0	.text	_WPP_SF_qddDD
100056b0	.text	_WPP_SF_qdddd
10005710	.text	_WPP_SF_qDDDqDDq
10005790	.text	_WPP_SF_qq
100057e0	.text	_WPP_SF_qqI
100057e0	.text	_WPP_SF_qqg
100057e0	.text	_WPP_SF_qqi
100057e0	.text	_WPP_SF_qqx
10005840	.text	_WPP_SF_qqqDD
10005840	.text	_WPP_SF_qqqDd
10005840	.text	_WPP_SF_qqqdD
100058b0	.text	_WPP_SF_qqqqqD
10005930	.text	_WPP_SF_qI
10005930	.text	_WPP_SF_qg
10005930	.text	_WPP_SF_qi
10005930	.text	_WPP_SF_qx
10005980	.text	??$BumblelionAnyHandleToImpl@PBUPARTY@@@@YAIPBUPARTY@@PAPAVBumblelionImpl@@@Z
10005a40	.text	??$BumblelionAnyHandleToImpl@PBUPARTY_CHAT_CONTROL@@@@YAIPBUPARTY_CHAT_CONTROL@@PAPAVBumblelionImpl@@@Z
10005a40	.text	??$BumblelionAnyHandleToImpl@PBUPARTY_DEVICE@@@@YAIPBUPARTY_DEVICE@@PAPAVBumblelionImpl@@@Z
10005a40	.text	??$BumblelionAnyHandleToImpl@PBUPARTY_ENDPOINT@@@@YAIPBUPARTY_ENDPOINT@@PAPAVBumblelionImpl@@@Z
10005a40	.text	??$BumblelionAnyHandleToImpl@PBUPARTY_INVITATION@@@@YAIPBUPARTY_INVITATION@@PAPAVBumblelionImpl@@@Z
10005a40	.text	??$BumblelionAnyHandleToImpl@PBUPARTY_LOCAL_USER@@@@YAIPBUPARTY_LOCAL_USER@@PAPAVBumblelionImpl@@@Z
10005a40	.text	??$BumblelionAnyHandleToImpl@PBUPARTY_NETWORK@@@@YAIPBUPARTY_NETWORK@@PAPAVBumblelionImpl@@@Z
10005a40	.text	??$BumblelionAnyHandleToImpl@PBUPARTY_TEXT_TO_SPEECH_PROFILE@@@@YAIPBUPARTY_TEXT_TO_SPEECH_PROFILE@@PAPAVBumblelionImpl@@@Z
10005ac0	.text	??$MakeSpan@$$CBE@@YA?AV?$span@$$CBE$0?0@gsl@@IPBE@Z
10005ac0	.text	??$MakeSpan@$$CBUPARTY_DATA_BUFFER@@@@YA?AV?$span@$$CBUPARTY_DATA_BUFFER@@$0?0@gsl@@IPBUPARTY_DATA_BUFFER@@@Z
10005ac0	.text	??$MakeSpan@QBUPARTY_ENDPOINT@@@@YA?AV?$span@QBUPARTY_ENDPOINT@@$0?0@gsl@@IPBQBUPARTY_ENDPOINT@@@Z
10005b10	.text	?BumblelionErrorToBumblelionErrorMessage@@YAPBDI@Z
10006730	.text	?ChatControlHandleToChatControlPointer@@YAIPBUPARTY_CHAT_CONTROL@@PAPAVChatControl@@@Z
10006800	.text	?ChatControlHandleToLocalChatControlPointer@@YAIPBUPARTY_CHAT_CONTROL@@PAPAVLocalChatControl@@@Z
100068d0	.text	?SafeMemCpy@@YAXPAXIPBXI@Z
10006960	.text	?SinkStreamHandleToSinkStreamPointer@@YAIPBUPARTY_AUDIO_MANIPULATION_SINK_STREAM@@PAPAVSinkStream@@@Z
10006aa0	.text	?SourceStreamHandleToSourceStreamPointer@@YAIPBUPARTY_AUDIO_MANIPULATION_SOURCE_STREAM@@PAPAVSourceStream@@@Z
10007100	.text	_PartyAudioManipulationSinkStreamGetConfiguration@8
10007250	.text	_PartyAudioManipulationSinkStreamGetCustomContext@8
100073a0	.text	_PartyAudioManipulationSinkStreamGetFormat@8
10007500	.text	_PartyAudioManipulationSinkStreamSetCustomContext@8
10007640	.text	_PartyAudioManipulationSinkStreamSubmitBuffer@8
10007770	.text	_PartyAudioManipulationSourceStreamGetAvailableBufferCount@8
100078c0	.text	_PartyAudioManipulationSourceStreamGetConfiguration@8
10007a10	.text	_PartyAudioManipulationSourceStreamGetCustomContext@8
10007b60	.text	_PartyAudioManipulationSourceStreamGetFormat@8
10007cc0	.text	_PartyAudioManipulationSourceStreamGetNextBuffer@8
10007e10	.text	_PartyAudioManipulationSourceStreamReturnBuffer@8
10007f20	.text	_PartyAudioManipulationSourceStreamSetCustomContext@8
10008060	.text	_PartyChatControlConfigureAudioManipulationCaptureStream@12
10008170	.text	_PartyChatControlConfigureAudioManipulationRenderStream@12
10008280	.text	_PartyChatControlConfigureAudioManipulationVoiceStream@12
10008390	.text	_PartyChatControlGetAudioEncoderBitrate@8
10008430	.text	_PartyChatControlGetAudioInput@16
100085a0	.text	_PartyChatControlGetAudioInputMuted@8
100086e0	.text	_PartyChatControlGetAudioManipulationCaptureStream@8
10008830	.text	_PartyChatControlGetAudioManipulationRenderStream@8
10008980	.text	_PartyChatControlGetAudioManipulationVoiceStream@8
10008ad0	.text	_PartyChatControlGetAudioOutput@16
10008c40	.text	_PartyChatControlGetAudioRenderVolume@12
10008df0	.text	_PartyChatControlGetAvailableTextToSpeechProfiles@12
10008f30	.text	_PartyChatControlGetChatIndicator@12
10009140	.text	_PartyChatControlGetCustomContext@8
10009280	.text	_PartyChatControlGetDevice@8
100093c0	.text	_PartyChatControlGetEntityId@8
10009500	.text	_PartyChatControlGetIncomingAudioMuted@12
100096b0	.text	_PartyChatControlGetIncomingTextMuted@12
10009860	.text	_PartyChatControlGetLanguage@8
100099a0	.text	_PartyChatControlGetLocalChatIndicator@8
10009ae0	.text	_PartyChatControlGetLocalUser@8
10009c90	.text	_PartyChatControlGetNetworks@12
10009de0	.text	_PartyChatControlGetPermissions@12
10009f90	.text	_PartyChatControlGetProperty@12
1000a030	.text	_PartyChatControlGetPropertyKeys@12
1000a0d0	.text	_PartyChatControlGetTextChatOptions@8
1000a210	.text	_PartyChatControlGetTextToSpeechProfile@12
1000a360	.text	_PartyChatControlGetTranscriptionOptions@8
1000a4a0	.text	_PartyChatControlIsLocal@8
1000a5e0	.text	_PartyChatControlPopulateAvailableTextToSpeechProfiles@8
1000a6e0	.text	_PartyChatControlSendText@24
1000a880	.text	_PartyChatControlSetAudioEncoderBitrate@12
1000a920	.text	_PartyChatControlSetAudioInput@16
1000aa30	.text	_PartyChatControlSetAudioInputMuted@8
1000ab80	.text	_PartyChatControlSetAudioOutput@16
1000ac90	.text	_PartyChatControlSetAudioRenderVolume@12
1000adf0	.text	_PartyChatControlSetCustomContext@8
1000af20	.text	_PartyChatControlSetIncomingAudioMuted@12
1000b0b0	.text	_PartyChatControlSetIncomingTextMuted@12
1000b240	.text	_PartyChatControlSetLanguage@12
1000b2e0	.text	_PartyChatControlSetPermissions@12
1000b460	.text	_PartyChatControlSetProperties@16
1000b500	.text	_PartyChatControlSetTextChatOptions@12
1000b610	.text	_PartyChatControlSetTextToSpeechProfile@16
1000b720	.text	_PartyChatControlSetTranscriptionOptions@12
1000b890	.text	_PartyChatControlSynthesizeTextToSpeech@16
1000b9a0	.text	_PartyCleanup@4
1000ba70	.text	_PartyConnectToNetwork@16
1000bb90	.text	_PartyCreateLocalUser@16
1000bcb0	.text	_PartyCreateNewNetwork@36
1000be60	.text	_PartyDeserializeNetworkDescriptor@8
1000c6a0	.text	_PartyDestroyLocalUser@12
1000c7f0	.text	_PartyDeviceCreateChatControl@20
1000c9a0	.text	_PartyDeviceDestroyChatControl@12
1000cb90	.text	_PartyDeviceGetChatControls@12
1000cd40	.text	_PartyDeviceGetCustomContext@8
1000cee0	.text	_PartyDeviceGetProperty@12
1000cf80	.text	_PartyDeviceGetPropertyKeys@12
1000d020	.text	_PartyDeviceIsLocal@8
1000d1c0	.text	_PartyDeviceSetCustomContext@8
1000d350	.text	_PartyDeviceSetProperties@16
1000d3f0	.text	_PartyEndpointCancelMessages@28
1000d4a0	.text	_PartyEndpointFlushMessages@12
1000d650	.text	_PartyEndpointGetCustomContext@8
1000d7e0	.text	_PartyEndpointGetDevice@8
1000d980	.text	_PartyEndpointGetEndpointStatistics@24
1000dc10	.text	_PartyEndpointGetEntityId@8
1000dda0	.text	_PartyEndpointGetLocalUser@8
1000dfb0	.text	_PartyEndpointGetNetwork@8
1000e150	.text	_PartyEndpointGetProperty@12
1000e1f0	.text	_PartyEndpointGetPropertyKeys@12
1000e290	.text	_PartyEndpointGetUniqueIdentifier@8
1000e3c0	.text	_PartyEndpointIsLocal@8
1000e560	.text	_PartyEndpointSendMessage@32
1000e950	.text	_PartyEndpointSetCustomContext@8
1000eae0	.text	_PartyEndpointSetProperties@16
1000eb80	.text	_PartyFinishProcessingStateChanges@12
1000ecb0	.text	_PartyGetChatControls@12
1000ee00	.text	_PartyGetErrorMessage@8
1000eec0	.text	_PartyGetLocalDevice@8
1000f000	.text	_PartyGetLocalUsers@12
1000f150	.text	_PartyGetMemoryCallbacks@8
1000f1e0	.text	_PartyGetNetworks@12
1000f330	.text	_PartyGetOption@12
1000f580	.text	_PartyGetRegions@12
1000f6d0	.text	_PartyGetThreadAffinityMask@8
1000f790	.text	_PartyInitialize@8
1000f8c0	.text	_PartyInvitationGetCreatorEntityId@8
1000fa70	.text	_PartyInvitationGetCustomContext@8
1000fc20	.text	_PartyInvitationGetInvitationConfiguration@8
1000fdd0	.text	_PartyInvitationSetCustomContext@8
1000ff80	.text	_PartyLocalUserGetCustomContext@8
10010110	.text	_PartyLocalUserGetEntityId@8
100102a0	.text	_PartyLocalUserSetCustomContext@8
10010430	.text	_PartyLocalUserUpdateEntityToken@8
10010560	.text	_PartyNetworkAuthenticateLocalUser@16
10010710	.text	_PartyNetworkConnectChatControl@12
100108a0	.text	_PartyNetworkCreateEndpoint@28
10010be0	.text	_PartyNetworkCreateInvitation@20
10010d90	.text	_PartyNetworkDestroyEndpoint@12
10011000	.text	_PartyNetworkDisconnectChatControl@12
10011190	.text	_PartyNetworkFindEndpointByUniqueIdentifier@12
100113a0	.text	_PartyNetworkGetChatControls@12
10011550	.text	_PartyNetworkGetCustomContext@8
100116f0	.text	_PartyNetworkGetDeviceConnectionType@12
10011900	.text	_PartyNetworkGetDevices@12
10011ab0	.text	_PartyNetworkGetEndpoints@12
10011c60	.text	_PartyNetworkGetInvitations@12
10011e10	.text	_PartyNetworkGetLocalUsers@12
10011fc0	.text	_PartyNetworkGetNetworkConfiguration@8
10012100	.text	_PartyNetworkGetNetworkDescriptor@8
10012280	.text	_PartyNetworkGetNetworkStatistics@16
10012480	.text	_PartyNetworkGetProperty@12
10012520	.text	_PartyNetworkGetPropertyKeys@12
100125c0	.text	_PartyNetworkKickDevice@12
10012660	.text	_PartyNetworkKickUser@12
10012700	.text	_PartyNetworkLeaveNetwork@8
10012850	.text	_PartyNetworkRemoveLocalUser@12
100129e0	.text	_PartyNetworkRevokeInvitation@16
10012bc0	.text	_PartyNetworkSetCustomContext@8
10012d50	.text	_PartyNetworkSetProperties@16
10012df0	.text	_PartySerializeNetworkDescriptor@8
10013160	.text	_PartySetMemoryCallbacks@8
10013250	.text	_PartySetOption@12
100137a0	.text	_PartySetThreadAffinityMask@12
10013860	.text	_PartyStartProcessingStateChanges@12
10013980	.text	_PartySynchronizeMessagesBetweenEndpoints@20
10013a30	.text	_PartyTextToSpeechProfileGetCustomContext@8
10013be0	.text	_PartyTextToSpeechProfileGetGender@8
10013d80	.text	_PartyTextToSpeechProfileGetIdentifier@8
10013f30	.text	_PartyTextToSpeechProfileGetLanguageCode@8
100140e0	.text	_PartyTextToSpeechProfileGetName@8
10014290	.text	_PartyTextToSpeechProfileSetCustomContext@8
10014430	.text	_WPP_SF_qDq
10014430	.text	_WPP_SF_qdq
10014490	.text	_WPP_SF_qDI
10014490	.text	_WPP_SF_qDx
10014490	.text	_WPP_SF_qdI
10014490	.text	_WPP_SF_qdx
100144e0	.text	_WPP_SF_qID
100144e0	.text	_WPP_SF_qId
100144e0	.text	_WPP_SF_qgD
100144e0	.text	_WPP_SF_qiD
100144e0	.text	_WPP_SF_qid
100144e0	.text	_WPP_SF_qxD
100144e0	.text	_WPP_SF_qxd
10014530	.text	_WPP_SF_qqD
10014530	.text	_WPP_SF_qqd
10014590	.text	_WPP_SF_qqDq
10014590	.text	_WPP_SF_qqdq
10014600	.text	_WPP_SF_qqDqDDDq
10014680	.text	_WPP_SF_qqDqDqDqq
10014720	.text	_WPP_SF_qqDqDqq
10014720	.text	_WPP_SF_qqDqdqq
100147a0	.text	_WPP_SF_qqDqDq
100147a0	.text	_WPP_SF_qqDqdq
10014820	.text	_WPP_SF_qqDqq
10014820	.text	_WPP_SF_qqdqq
10014890	.text	_WPP_SF_qqDqqDq
10014910	.text	_WPP_SF_qqq
10014970	.text	_WPP_SF_qqqD
10014970	.text	_WPP_SF_qqqd
100149e0	.text	_WPP_SF_qqqg
100149e0	.text	_WPP_SF_qqqi
100149e0	.text	_WPP_SF_qqqx
10014a50	.text	_WPP_SF_qqqq
10014ac0	.text	_WPP_SF_qqqqDqqqqq
10014b70	.text	_WPP_SF_qqqqq
10014bf0	.text	_WPP_SF_qqqqqq
10014c70	.text	_WPP_SF_qqqsq
10014d10	.text	_WPP_SF_qqs
10014d90	.text	_WPP_SF_qqsq
10014e20	.text	_WPP_SF_qqssDDDDDDDDDDD
10014f20	.text	_WPP_SF_qqssq
10014ff0	.text	_WPP_SF_qsq
10015070	.text	??$?0U?$Deleter@VBumblelionImpl@@$0EN@@@$0A@@?$unique_ptr@VBumblelionImpl@@U?$Deleter@VBumblelionImpl@@$0EN@@@@std@@QAE@XZ
10015070	.text	??$?0U?$Deleter@VChatRenderTarget@@$0CG@@@$0A@@?$unique_ptr@VChatRenderTarget@@U?$Deleter@VChatRenderTarget@@$0CG@@@@std@@QAE@XZ
10015070	.text	??0AudioDeviceChangeMonitor@@QAE@XZ
10015070	.text	??0ChatCaptureSource@@QAE@XZ
10015070	.text	??0ChatRenderTarget@@QAE@XZ
10015070	.text	??0CodecManager@@QAE@XZ
10015070	.text	??0CommentInfo@Value@Json@@QAE@XZ
10015070	.text	??0Decoder@@QAE@XZ
10015070	.text	??0Encoder@@QAE@XZ
10015070	.text	??0FocusManager@@QAE@XZ
10015070	.text	??0JitterBuffer@@QAE@XZ
10015070	.text	??0SynthesizedAudioQueue@@QAE@XZ
10015070	.text	??0Throttler@@QAE@XZ
10015070	.text	??0Transcriber@@QAE@XZ
10015070	.text	??0WebRequestManager@@QAE@XZ
10015080	.text	??0?$FixedSizeHeapArray@E$0CH@@@QAE@XZ
10015080	.text	??0?$FixedSizeHeapArray@E$0GN@@@QAE@XZ
10015080	.text	??0?$FixedSizeHeapArray@PAV?$StateChangeProcessingCallbacks@UPARTY_STATE_CHANGE@@@@$0JD@@@QAE@XZ
10015080	.text	??0?$FixedSizeHeapArray@UTranscriberTranslation@@$0JP@@@QAE@XZ
10015100	.text	??0?$BumblelionBasicString@D@@QAE@XZ
10015100	.text	??0?$BumblelionBasicString@_W@@QAE@XZ
10015100	.text	??0?$BumblelionStringHeapArray@$0BJ@@@QAE@XZ
10015100	.text	??0?$HeapArray@E$0HH@@@QAE@XZ
10015100	.text	??0?$HeapArray@PBUPARTY_CHAT_CONTROL@@$0CB@@@QAE@XZ
10015100	.text	??0?$HeapArray@PBUPARTY_ENDPOINT@@$0DM@@@QAE@XZ
10015100	.text	??0?$HeapArray@PBUPARTY_INVITATION@@$0FA@@@QAE@XZ
10015100	.text	??0?$HeapArray@PBUPARTY_NETWORK@@$0CA@@@QAE@XZ
10015180	.text	??0BumblelionImpl@@QAE@E@Z
10015600	.text	??0ChatManager@@QAE@XZ
10015a80	.text	??1?$FixedSizeHeapArray@E$0CF@@@QAE@XZ
10015a80	.text	??1?$FixedSizeHeapArray@PBD$0CF@@@QAE@XZ
10015a80	.text	??1?$FixedSizeHeapArray@PBVRemoteChatControl@@$0CF@@@QAE@XZ
10015a80	.text	??1?$FixedSizeHeapArray@UPARTY_DATA_BUFFER@@$0CF@@@QAE@XZ
10015c10	.text	??1?$FixedSizeHeapArray@PAUPARTY_STATE_CHANGE@@$0JB@@@QAE@XZ
10015da0	.text	??1?$FixedSizeHeapArray@PAV?$StateChangeProcessingCallbacks@UPARTY_STATE_CHANGE@@@@$0JD@@@QAE@XZ
10015f30	.text	??1?$FixedSizeHeapArray@PBUPARTY_CHAT_CONTROL@@$0CB@@@QAE@XZ
100160c0	.text	??1?$FixedSizeHeapArray@URoute@ChatDataRouter@@$0CC@@@QAE@XZ
100161f0	.text	??1?$FixedSizeHeapArray@_N$0CD@@@QAE@XZ
10016380	.text	??1?$LinkedList@UExternalHandle@@$0EF@@@QAE@XZ
10016400	.text	??1?$LinkedList@UStateChange@@$0IP@@@QAE@XZ
10016580	.text	??1?$LinkedList@UTextTranslationQueueEntry@@$0JL@@@QAE@XZ
10016610	.text	??1?$LinkedList@UTextTranslationRequest@@$0JM@@@QAE@XZ
100167b0	.text	??1?$LinkedList@VLocalChatControl@@$0FF@@@QAE@XZ
10016840	.text	??1?$LinkedList@VLocalUser@@$0FI@@@QAE@XZ
100168d0	.text	??1?$LinkedList@VRemoteChatControl@@$0IJ@@@QAE@XZ
10016960	.text	??1?$StateChangeManager@UStateChange@@UPARTY_STATE_CHANGE@@W4PARTY_STATE_CHANGE_TYPE@@@@QAE@XZ
10016a10	.text	??1?$unique_ptr@UNode@?$LinkedList@UStateChange@@$0IP@@@U?$Deleter@UNode@?$LinkedList@UStateChange@@$0IP@@@$0IP@@@@std@@QAE@XZ
10016b50	.text	??1?$unique_ptr@VBumblelionImpl@@U?$Deleter@VBumblelionImpl@@$0EN@@@@std@@QAE@XZ
10016b90	.text	??1BumblelionLockBase@@QAE@XZ
10016ba0	.text	??1ChatManager@@QAE@XZ
10016c80	.text	??1LocalUserManager@@QAE@XZ
10016ca0	.text	??1PartyStateChangeManager@@QAE@XZ
10016cb0	.text	??1TranscriberTokenAndEndpointManager@@UAE@XZ
10016cc0	.text	??R?$Deleter@VBumblelionImpl@@$0EN@@@QAEXPAVBumblelionImpl@@@Z
10016e70	.text	??_EPlayFabServiceManagerForClient@@UAEPAXI@Z
10016e70	.text	??_GPlayFabServiceManagerForClient@@UAEPAXI@Z
10016ea0	.text	??_ETranscriberTokenAndEndpointManager@@UAEPAXI@Z
10016ea0	.text	??_GTranscriberTokenAndEndpointManager@@UAEPAXI@Z
10016ed0	.text	?CancelCreateNewNetworkRequestIfNecessary@BumblelionImpl@@QAEXAAVBumblelionNetwork@@W4PARTY_STATE_CHANGE_RESULT@@I@Z
10016f60	.text	?Clear@?$FixedSizeHeapArray@URoute@ChatDataRouter@@$0CC@@@QAEXXZ
100171a0	.text	?Clear@?$FixedSizeHeapArray@V?$BumblelionBasicString@D@@$0IP@@@QAEXXZ
100171a0	.text	?Clear@?$FixedSizeHeapArray@V?$BumblelionBasicString@D@@$0JM@@@QAEXXZ
100173d0	.text	?ConnectChatControlToNetwork@BumblelionImpl@@QAEIAAVBumblelionNetwork@@AAVLocalChatControl@@PAX@Z
10017470	.text	?ConnectToNetwork@BumblelionImpl@@QAEIABUPARTY_NETWORK_DESCRIPTOR@@PAXPAPBUPARTY_NETWORK@@@Z
10017600	.text	?Create@BumblelionImpl@@SAIPBDPAPAV1@@Z
10017910	.text	?CreateChatControl@BumblelionImpl@@QAEIAAVBumblelionDevice@@AAVLocalUser@@PBDPAXPAPBUPARTY_CHAT_CONTROL@@@Z
10017a30	.text	?CreateLocalUser@BumblelionImpl@@QAEIPBD0PAPBUPARTY_LOCAL_USER@@@Z
10017ad0	.text	?CreateNewNetwork@BumblelionImpl@@QAEIAAVLocalUser@@ABUPARTY_NETWORK_CONFIGURATION@@ABV?$span@$$CBUPARTY_REGION@@$0?0@gsl@@PBUPARTY_INVITATION_CONFIGURATION@@PAXPAUPARTY_NETWORK_DESCRIPTOR@@PAD@Z
10017b90	.text	?Destroy@BumblelionImpl@@SAXPBUPARTY@@@Z
10017d50	.text	?DestroyLocalUser@BumblelionImpl@@QAEIAAVLocalUser@@PAX@Z
10017e80	.text	?FinishProcessingStateChanges@?$StateChangeManager@UStateChange@@UPARTY_STATE_CHANGE@@W4PARTY_STATE_CHANGE_TYPE@@@@QAEIABV?$span@QBUPARTY_STATE_CHANGE@@$0?0@gsl@@@Z
10018270	.text	?FinishProcessingStateChanges@BumblelionImpl@@QAEIABV?$span@QBUPARTY_STATE_CHANGE@@$0?0@gsl@@@Z
10018300	.text	?GetAllChatControls@BumblelionImpl@@QAEXPAIPAPBQBUPARTY_CHAT_CONTROL@@@Z
10018390	.text	?GetBumblelionChatControlFromHandle@BumblelionImpl@@QAEIPBUPARTY_CHAT_CONTROL@@PAPAVChatControl@@@Z
10018420	.text	?GetBumblelionDeviceFromHandle@BumblelionImpl@@QAEIPBUPARTY_DEVICE@@PAPAVBumblelionDevice@@@Z
100184b0	.text	?GetBumblelionImplFromHandle@BumblelionImpl@@SAITBumblelionHandle@@PAPAV1@@Z
100186a0	.text	?GetBumblelionLocalChatControlFromHandle@BumblelionImpl@@QAEIPBUPARTY_CHAT_CONTROL@@PAPAVLocalChatControl@@@Z
10018730	.text	?GetBumblelionLocalUserFromHandle@BumblelionImpl@@QAEIPBUPARTY_LOCAL_USER@@_NPAPAVLocalUser@@@Z
100187d0	.text	?GetBumblelionNetworkFromHandle@BumblelionImpl@@QAEIPBUPARTY_NETWORK@@PAPAVBumblelionNetwork@@@Z
10018860	.text	?GetEndpointFromHandle@BumblelionImpl@@QAEIPBUPARTY_ENDPOINT@@PAPAVEndpoint@@@Z
100188f0	.text	?GetHandle@BumblelionImpl@@QBEPBUPARTY@@XZ
10018970	.text	?GetInvitationFromHandle@BumblelionImpl@@QAEIPBUPARTY_INVITATION@@PAPAVInvitation@@@Z
10018a00	.text	?GetLocalDevice@BumblelionImpl@@QAEAAVBumblelionDevice@@XZ
10018a80	.text	?GetLocalUdpSocketBindAddress@BumblelionImpl@@SAXPAUPARTY_LOCAL_UDP_SOCKET_BIND_ADDRESS_CONFIGURATION@@@Z
10018b20	.text	?GetLocalUsers@BumblelionImpl@@QAEXPAIPAPBQBUPARTY_LOCAL_USER@@@Z
10018bb0	.text	?GetNetworks@BumblelionImpl@@QAEXPAIPAPBQBUPARTY_NETWORK@@@Z
10018c40	.text	?GetRegions@BumblelionImpl@@QAEXPAIPAPBUPARTY_REGION@@@Z
10018cd0	.text	?GetSinkStreamFromHandle@BumblelionImpl@@QAEIPBUPARTY_AUDIO_MANIPULATION_SINK_STREAM@@PAPAVSinkStream@@@Z
10018d60	.text	?GetTextToSpeechProfileFromHandle@BumblelionImpl@@QAEIPBUPARTY_TEXT_TO_SPEECH_PROFILE@@PAPAVTextToSpeechProfile@@@Z
10018df0	.text	?GetThreadAffinityMask@BumblelionImpl@@SA_KW4PARTY_THREAD_ID@@@Z
10018ea0	.text	?GetVoiceStreamFromHandle@BumblelionImpl@@QAEIPBUPARTY_AUDIO_MANIPULATION_SOURCE_STREAM@@PAPAVSourceStream@@@Z
