type_id	name_internal	name_display	type	job_time	res_time	tribe_mask	cat	cost0	cost1	cost2	cost3	cost4	cost5	preq0	preq1	preq2	from	where	upgrade	jump	obs	show0	show1	modified	grid_x	grid_y	obj_masks	attack	to_hit	attenuate	recharge	min_range	max_range	splash_area	splash_percent	ammo_per_att	proj_speed	hits	armor	domain	los	science_los	guy_spacing	x_spacing	y_spacing	abil	x_size	y_size	guy_radius	block_radius	big_radius	new_block_radius	new_big_radius	fly_high	fly_low	block_points	graft	special_upgrade	special_upgrade_cost	support0	support1	support_cost0	support_cost1	age	unit_flags	unit_flags2	mode	moves	turn_speed	role	carry	carry_size	military_level	research_premium_cost	research_premium_time	job_extra_time	mana	control_cost	progression	push_size	push_circles	target_size	squad_size	uber_size	crew_size	base_form
85	ATLATL	Atl-Atls	85	150	150	1	0	4	4	0	0	0	0	-1	-1	-1	-1	427	86	86	-2	-2	-2	0	0	0	196640	100	300	0	33	0	6	0	100	1	80	95	1	0	8	0	144	144	144	-1	1	1	48	48	48	1	1	0	0	8	82	-1	0	1	0	1	1	0	16783745	0	0	31	357913941	1379328	0	1	0	512	512	10	0	1	3	48	1	144	1	3	0	0
86	ATLATLELITE	Royal Atl-Atls	86	150	150	1	0	4	4	0	0	0	0	544	572	-1	85	427	87	87	-2	-2	-2	0	0	0	196640	110	300	0	33	0	6	0	100	1	80	105	1	0	8	0	144	144	144	-1	1	1	48	48	48	1	1	0	0	8	83	-1	0	1	0	1	1	1	16784129	0	0	32	357913941	1379328	0	1	1	512	512	10	0	1	3	48	1	144	1	3	0	0
87	XOPILLIATLATL	Xopilli Atl-Atls	87	150	150	1	0	4	4	0	0	0	0	545	573	-1	86	427	-1	98	-2	-2	-2	0	0	0	196640	130	300	4	33	0	6	0	100	1	80	120	1	0	8	0	144	144	144	-1	1	1	48	48	48	1	1	0	0	8	84	-1	0	1	0	1	1	2	16784129	0	0	33	357913941	1379328	0	1	2	512	512	10	0	1	3	48	1	144	1	3	0	0
88	BAMOBSLINGERS	Balamob Slingers	88	150	150	2	0	4	4	0	0	0	0	-1	-1	-1	-1	427	89	89	-2	-2	-2	0	0	0	196640	100	300	0	33	0	6	0	100	1	150	85	1	0	8	0	144	144	144	-1	1	1	48	48	48	1	1	0	0	8	82	-1	0	1	0	1	1	0	16783745	0	0	28	357913941	1379328	0	1	0	512	512	10	0	1	3	48	1	144	1	3	0	0
89	BAMOBSLINGERSELITE	Royal Balamob Slingers	89	150	150	2	0	4	4	0	0	0	0	544	572	-1	88	427	90	90	-2	-2	-2	0	0	0	196640	110	300	0	33	0	6	0	100	1	150	95	1	0	8	0	144	144	144	-1	1	1	48	48	48	1	1	0	0	8	83	-1	0	1	0	1	1	1	16784129	0	0	29	357913941	1379328	0	1	1	512	512	10	0	1	3	48	1	144	1	3	0	0
90	EAGLEBALSLINGERS	Eagle Balamob Slingers	90	150	150	2	0	4	4	0	0	0	0	545	573	-1	89	427	-1	98	-2	-2	-2	0	0	0	196640	130	300	4	33	0	6	0	100	1	150	110	1	0	8	0	144	144	144	-1	1	1	48	48	48	1	1	0	0	8	84	-1	0	1	0	1	1	2	16784129	0	0	30	357913941	1379328	0	1	2	512	512	10	0	1	3	48	1	144	1	3	0	0
91	INTICLUBMEN	Inti Clubmen	91	150	150	4	0	4	4	0	0	0	0	544	572	-1	82	427	92	92	-2	-2	-2	0	0	0	4259872	140	0	0	33	0	0	0	100	1	100	104	2	0	8	0	144	144	144	-1	1	1	48	48	48	1	1	0	0	8	83	-1	0	1	0	1	1	1	16784129	0	0	29	357913941	1378305	0	1	1	512	512	10	0	1	3	48	1	144	1	3	0	0
92	INTIMACEMEN	Inti Macemen	92	150	150	4	0	4	4	0	0	0	0	545	573	-1	91	427	-1	98	-2	-2	-2	0	0	0	4259872	160	0	0	33	0	0	0	100	1	100	118	2	0	8	0	144	144	144	-1	1	1	48	48	48	1	1	0	0	8	84	-1	0	1	0	1	1	2	16784129	0	0	30	357913941	1378305	0	1	2	512	512	10	0	1	3	48	1	144	1	3	0	0
93	UMPAKATI	Umpakati	93	125	125	8	0	4	4	0	0	0	0	-1	-1	-1	-1	427	94	94	-2	-2	-2	0	0	0	196640	110	300	0	33	0	6	0	100	1	80	85	1	0	8	0	144	144	144	-1	1	1	48	48	48	1	1	0	0	8	82	-1	0	1	0	1	1	0	16783745	0	0	28	417566264	1379328	0	1	0	512	512	10	0	1	3	48	1	144	1	3	0	0
94	YANGOMBIUMPAKATI	Yangombi Umpakati	94	125	125	8	0	4	4	0	0	0	0	544	572	-1	93	427	95	95	-2	-2	-2	0	0	0	196640	120	300	0	33	0	6	0	100	1	80	95	1	0	8	0	144	144	144	-1	1	1	48	48	48	1	1	0	0	8	83	-1	0	1	0	1	1	1	16784129	0	0	29	477218587	1379328	0	1	1	512	512	10	0	1	3	48	1	144	1	3	0	0
95	IMPI	Impi	95	125	125	8	0	4	4	0	0	0	0	545	573	-1	94	427	-1	98	-2	-2	-2	0	0	0	196640	140	300	4	33	0	6	0	100	1	80	110	1	0	8	0	144	144	144	-1	1	1	48	48	48	1	1	0	0	8	84	-1	0	1	0	1	1	2	16784129	0	0	30	357913941	1379328	0	1	2	512	512	10	0	1	3	48	1	144	1	3	0	0
96	FIRELANCES	Fire Lances	96	150	150	16384	0	4	4	0	0	0	0	545	573	-1	83	427	97	97	-2	-2	-2	0	0	0	104	140	300	0	37	0	10	0	100	1	90	110	1	0	11	0	144	144	144	-1	1	1	48	48	48	1	1	0	25	8	84	-1	0	1	0	1	1	2	16784129	0	0	30	357913941	1379328	0	1	2	512	512	10	0	1	3	48	1	144	1	3	0	0
97	FIRELANCEHEAVY	Heavy Fire Lances	97	169	169	16384	0	7	6	0	0	0	0	546	574	-1	96	427	116	116	-2	-2	-2	0	0	0	104	180	300	7	37	0	12	0	100	1	90	132	2	0	13	0	144	144	144	-1	1	1	48	48	48	1	1	0	25	8	98	-1	0	1	0	1	1	3	16784128	0	0	24	238609293	1379328	0	2	3	512	512	10	0	1	3	48	1	144	1	3	0	0
98	ARQUEBUSIERS	Arquebusiers	98	169	169	16760575	0	7	6	0	0	0	0	546	574	-1	84	427	99	99	-2	-2	-2	0	0	0	104	180	300	0	44	0	10	0	100	1	350	132	2	0	11	0	144	144	144	-1	1	1	48	48	48	1	1	0	25	8	-1	-1	0	1	0	1	1	3	6912	0	0	24	214748362	1379328	0	2	3	512	512	10	0	1	3	48	1	144	1	3	0	0
99	MUSKETEERS	Musketeers	99	169	169	15709951	0	7	6	0	0	0	0	547	575	-1	98	427	100	100	-2	-2	-2	0	0	0	104	200	300	0	44	0	10	0	100	1	350	142	2	0	11	0	144	144	144	-1	1	1	48	48	48	1	1	0	25	8	-1	-1	0	1	0	1	1	4	6912	0	0	24	250539757	1379328	0	2	4	512	512	10	0	1	3	48	1	144	1	3	0	0
100	RIFLEMEN	Riflemen	100	169	169	15706111	0	8	7	0	0	0	0	548	576	-1	99	427	102	102	-2	-2	-2	0	0	0	352	220	300	5	32	0	12	0	100	1	400	156	3	0	13	0	144	144	144	-1	1	1	48	48	48	1	1	0	30	8	-1	-1	0	1	0	1	1	5	6912	0	0	27	286331149	1379328	0	2	5	512	512	10	0	1	3	48	1	144	1	3	0	0
101	RIFLEMENGERMAN	Riflemen	101	169	169	4096	0	8	7	0	0	0	0	548	576	-1	99	427	-1	102	-2	-2	-2	0	0	0	352	220	300	5	32	0	12	0	100	1	400	156	3	0	13	0	144	144	144	-1	1	1	48	48	48	1	1	0	30	8	100	-1	0	1	0	1	1	5	6912	0	0	27	286331149	1379328	0	2	5	512	512	10	0	1	3	48	1	144	1	3	0	0
102	INFANTRY	Infantry	102	169	169	15699390	0	8	7	0	0	0	0	549	577	-1	100	427	106	104	-2	-2	-2	0	0	0	352	240	300	4	32	0	13	0	100	1	450	161	4	0	14	0	144	144	144	-1	1	1	48	48	48	1	1	0	33	8	-1	-1	0	1	0	1	1	6	6912	0	0	32	322122544	1379328	0	2	6	512	512	10	0	1	3	48	1	144	1	3	0	0
103	INFANTRYGER	Infantry	103	169	169	576	0	8	7	0	0	0	0	549	577	-1	100	427	-1	104	-2	-2	-2	0	0	0	352	240	300	4	32	0	13	0	100	1	450	161	4	0	14	0	144	144	144	-1	1	1	48	48	48	1	1	0	33	8	102	-1	0	1	0	1	1	6	6912	0	0	32	322122544	1379328	0	2	6	512	512	10	0	1	3	48	1	144	1	3	0	0
104	ASSAULTINFANTRY	Assault Infantry	104	169	169	15720446	0	8	7	0	0	0	0	550	578	-1	102	427	-1	-2	-2	-2	-2	0	0	0	352	250	300	4	32	0	14	0	100	1	450	180	4	0	15	0	144	144	144	-1	1	1	48	48	48	1	1	0	33	8	-1	-1	0	1	0	1	1	7	6912	0	0	34	357913941	1379328	0	2	7	512	512	10	0	1	3	48	1	144	1	3	0	0
105	ASSAULTINFANTRYCTWE	Assault Infantry	105	169	169	0	0	8	7	0	0	0	0	550	578	-1	102	427	-1	-2	-2	-2	-2	0	0	0	352	250	300	4	32	0	14	0	100	1	450	180	4	0	15	0	144	144	144	-1	1	1	48	48	48	1	1	0	33	8	-1	-1	0	1	0	1	1	7	6912	0	0	34	357913941	1379328	0	2	7	512	512	10	0	1	3	48	1	144	1	3	0	0
106	ASSAULTINFANTRYCTWW	Assault Infantry	106	169	169	0	0	8	7	0	0	0	0	550	578	-1	102	427	-1	-2	-2	-2	-2	0	0	0	352	250	300	4	32	0	14	0	100	1	450	180	4	0	15	0	144	144	144	-1	1	1	48	48	48	1	1	0	33	8	-1	-1	0	1	0	1	1	7	6912	0	0	34	357913941	1379328	0	2	7	512	512	10	0	1	3	48	1	144	1	3	0	0
107	REDGUARD	Red Guards Infantry	107	169	169	8192	0	8	6	0	0	0	0	549	577	-1	100	427	108	108	-2	-2	-2	0	0	0	352	240	300	4	32	0	13	0	100	1	450	161	4	0	14	0	144	144	144	-1	1	1	48	48	48	1	1	0	33	8	102	-1	0	1	0	1	1	6	16784128	0	0	32	322122544	1379328	0	2	6	512	512	10	0	1	3	48	1	144	1	3	0	0
108	SHOCKINFANTRY	Shock Infantry	108	169	169	8192	0	8	6	0	0	0	0	550	578	-1	107	427	-1	-2	-2	-2	-2	0	0	0	352	260	300	4	32	0	14	0	100	1	450	180	4	0	15	0	144	144	144	-1	1	1	48	48	48	1	1	0	33	8	104	-1	0	1	0	1	1	7	16784128	0	0	34	357913941	1379328	0	2	7	512	512	10	0	1	3	48	1	144	1	3	0	0
109	INFANTRYGERMAN	Volksgrenadiers	109	169	169	4096	0	8	7	0	0	0	0	549	577	-1	100	427	106	104	-2	-2	-2	0	0	0	352	240	300	4	32	0	13	0	100	1	450	171	4	0	14	0	144	144	144	-1	1	1	48	48	48	1	1	0	33	8	102	-1	0	1	0	1	1	6	16784128	0	0	35	322122544	1379328	0	2	6	512	512	10	0	1	3	48	1	144	1	3	0	0
110	JAGINFANTRY	Jaguar Infantry	110	169	169	1	0	8	7	0	0	0	0	549	577	-1	100	427	111	111	-2	-2	-2	0	0	0	352	250	300	4	32	0	13	0	100	1	450	171	5	0	14	0	144	144	144	-1	1	1	48	48	48	1	1	0	33	8	102	-1	0	1	0	1	1	6	16784128	0	0	35	322122544	1379328	0	2	6	512	512	10	0	1	3	48	1	144	1	3	0	0
111	JAGUARASSAULTINF	Jaguar Assault Infantry	111	169	169	1	0	8	7	0	0	0	0	550	578	-1	110	427	-1	-2	-2	-2	-2	0	0	0	352	270	300	4	32	0	15	0	100	1	450	181	5	0	16	0	144	144	144	-1	1	1	48	48	48	1	1	0	33	8	104	-1	0	1	0	1	1	7	16784128	0	0	37	357913941	1379328	0	2	7	512	512	10	0	1	3	48	1	144	1	3	0	0
112	JANISSARY	Janissaries	112	169	169	256	0	7	6	0	0	0	0	546	574	-1	84	427	113	113	-2	-2	-2	0	0	0	104	190	300	7	45	0	10	0	100	1	350	132	2	0	11	0	144	144	144	-1	1	1	48	48	48	1	1	0	25	8	98	-1	0	1	0	1	1	3	16784128	0	0	27	250539757	1379328	0	2	3	512	512	10	0	1	3	48	1	144	1	3	0	0
113	JANISSARYROYAL	Royal Janissaries	113	169	169	256	0	7	6	0	0	0	0	547	575	-1	112	427	100	100	-2	-2	-2	0	0	0	104	210	300	6	40	0	10	0	100	1	350	142	2	0	11	0	144	144	144	-1	1	1	48	48	48	1	1	0	25	8	99	-1	0	1	0	1	1	4	16784128	0	0	27	345983472	1379328	0	2	4	512	512	10	0	1	3	48	1	144	1	3	0	0
114	HIGHLANDER	Highlanders	114	169	169	2048	0	7	6	0	0	0	0	547	575	-1	98	427	115	115	-2	-2	-2	0	0	0	104	200	300	6	44	0	10	0	100	1	350	142	2	0	11	0	144	144	144	-1	1	1	48	48	48	1	1	0	25	8	99	-1	0	1	0	1	1	4	16784128	0	0	24	250539757	1379328	0	2	4	512	512	10	0	1	3	48	1	144	1	3	0	0
