type_id	name_internal	name_display	type	job_time	res_time	tribe_mask	cat	cost0	cost1	cost2	cost3	cost4	cost5	preq0	preq1	preq2	from	where	upgrade	jump	obs	show0	show1	modified	grid_x	grid_y	obj_masks	attack	to_hit	attenuate	recharge	min_range	max_range	splash_area	splash_percent	ammo_per_att	proj_speed	hits	armor	domain	los	science_los	guy_spacing	x_spacing	y_spacing	abil	x_size	y_size	guy_radius	block_radius	big_radius	new_block_radius	new_big_radius	fly_high	fly_low	block_points	graft	special_upgrade	special_upgrade_cost	support0	support1	support_cost0	support_cost1	age	town_hits	min_city_size	misery_rate	build_flags	most_shots	garrison_max	base_arrows	wonder_val	plunder_value	plunder_good	behind_height	civ_graph_mask
425	SMELTER	Smelter	425	1000	1000	16777215	0	0	7	5	0	0	0	553	544	-1	-1	-1	-1	-1	-2	-2	-2	0	2	2	0	0	0	0	0	0	0	0	100	0	200	1000	3	0	6	0	0	-1	-1	-1	5	5	0	0	0	0	0	0	0	0	-1	-1	0	2	1	0	40	2	20	0	0	134218241	0	0	0	0	75	4	2	0
426	POWERPLANT	Refinery	426	1000	1000	16777215	0	0	10	0	0	5	0	556	548	-1	-1	-1	-1	-1	-2	-2	-2	0	3	2	0	0	0	0	0	0	0	0	100	0	200	1000	3	0	6	0	0	-1	-1	-1	5	5	0	0	0	0	0	0	0	0	-1	-1	0	4	1	15	15	5	20	0	0	513	0	0	0	0	150	5	3	0
427	BARRACKS	Barracks	427	420	420	16777215	1	0	12	0	0	0	0	572	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	0	0	131072	0	75	0	0	0	0	0	100	0	200	1200	3	0	8	0	0	-1	-1	-1	4	4	0	0	0	0	0	0	0	0	-1	-1	0	1	-1	25	0	0	30	0	1	3221233681	0	10	0	0	40	0	2	0
428	STABLE	Stable	428	420	420	16777215	1	0	12	0	0	0	0	572	544	-1	-1	-1	429	-1	-2	-2	-2	0	1	0	131072	0	65	0	0	0	0	0	100	0	200	1200	3	0	8	0	0	-1	-1	-1	4	4	0	0	0	0	0	0	0	0	-1	-1	0	1	-1	25	0	0	30	0	1	3288342545	0	10	0	0	50	0	3	0
429	AUTOPLANT	Auto Plant	429	420	420	16777215	1	0	12	0	0	0	0	572	548	-1	428	428	-1	-1	-2	-2	-2	0	1	0	64	0	0	0	0	0	0	0	100	0	200	1200	3	0	8	0	0	-1	-1	-1	4	4	0	0	0	0	0	0	0	0	-1	-1	0	1	-1	25	0	0	30	0	2	67117077	0	10	0	0	50	4	3	0
430	SIEGEFACTORY	Siege Factory	430	420	420	16777215	1	0	6	0	0	6	0	573	544	572	-1	-1	431	-1	-2	-2	-2	0	2	0	131072	0	60	0	0	0	0	0	100	0	200	1200	3	0	8	0	0	-1	-1	-1	4	4	0	0	0	0	0	0	0	0	-1	-1	0	1	-1	25	0	1	30	0	1	3288342545	0	20	0	0	60	4	3	0
431	FACTORY	Factory	431	420	420	16777215	1	0	12	0	0	0	0	573	548	-1	430	430	-1	-1	-2	-2	-2	0	2	0	64	0	60	0	0	0	0	0	100	0	200	1200	3	0	8	0	0	-1	-1	-1	4	4	0	0	0	0	0	0	0	0	-1	-1	0	1	-1	25	0	1	30	0	2	67117077	0	20	0	0	60	4	3	0
432	DOCK	Dock	432	420	420	16777215	1	0	7	0	0	0	0	558	-1	-1	-1	-1	433	-1	-2	-2	-2	0	0	1	131072	0	50	0	0	0	0	0	100	0	200	2400	3	1	8	0	0	-1	-1	-1	4	4	0	0	0	0	0	0	0	0	-1	-1	0	1	0	30	0	0	20	0	0	3288342546	0	20	0	0	30	1	3	0
433	ANCHORAGE	Anchorage	433	420	420	16777215	1	0	7	0	0	0	0	558	546	-1	432	432	434	-1	-2	-2	-2	0	0	1	64	0	60	0	0	0	0	0	100	0	200	2400	3	1	8	0	0	-1	-1	-1	4	4	0	0	0	0	0	0	0	0	-1	-1	0	1	0	30	0	0	20	0	0	67117078	0	20	0	0	30	1	3	0
434	SHIPYARD	Shipyard	434	420	420	16777215	1	0	7	0	0	0	0	558	548	-1	433	433	-1	-1	-2	-2	-2	0	0	1	2	0	75	0	0	0	0	0	100	0	200	2400	3	1	8	0	0	-1	-1	-1	4	4	0	0	0	0	0	0	0	0	-1	-1	0	1	0	30	0	0	30	0	0	67117078	0	20	0	0	30	1	3	0
435	LIBRARY	Library	435	420	420	16777215	0	0	6	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	100	0	200	1200	2	0	6	0	0	-1	-1	-1	5	5	0	0	0	0	0	0	0	0	-1	-1	0	2	1	0	20	0	20	0	0	134222337	0	0	0	0	30	1	3	0
436	MARKET	Market	436	420	420	16777215	0	0	8	0	0	0	0	558	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	2	0	0	0	0	0	0	0	0	0	100	0	200	1200	2	0	6	0	0	-1	-1	-1	4	4	0	0	0	0	0	0	0	0	-1	-1	0	1	0	30	0	0	20	0	-2	2147488257	0	10	0	0	30	2	2	0
437	TEMPLE	Temple	437	420	420	16777215	0	0	8	0	0	0	0	551	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	3	0	0	0	0	0	0	0	0	0	100	0	200	1200	2	0	6	0	0	-1	-1	-1	4	4	0	0	0	0	0	0	0	0	-1	-1	0	1	4	30	0	0	20	0	-5	134222337	0	0	0	0	30	2	3	0
438	SENATE	Senate	438	500	500	16777215	0	0	5	5	0	0	0	544	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	0	3	0	0	0	0	0	0	0	0	100	0	200	1200	2	0	6	0	0	-1	-1	-1	4	7	0	0	0	0	0	0	0	0	-1	-1	0	1	4	0	0	1	20	0	-5	134222337	0	0	0	0	30	2	3	0
439	TOWER	Tower	439	1000	1000	16777215	1	0	0	3	0	5	0	572	-1	-1	-1	-1	440	-1	-2	-2	-2	0	3	0	131072	120	100	-3	30	0	10	0	100	1	200	750	4	0	10	0	0	-1	-1	-1	2	2	0	0	0	0	0	0	0	0	-1	-1	0	2	4	10	25	0	20	0	0	201334801	2	5	1	0	40	4	3	0
440	KEEP	Keep	440	1000	1000	16777215	1	0	0	3	0	5	0	545	573	572	439	439	441	-1	-2	-2	-2	0	3	0	131072	120	105	-3	30	0	10	0	100	1	200	1000	4	0	12	0	0	-1	-1	-1	2	2	0	0	0	0	0	0	0	0	-1	-1	0	2	4	10	25	2	24	0	0	201334805	2	5	1	0	50	4	3	0
441	STOCKADE	Stockade	441	1000	1000	16777215	1	0	0	3	0	5	0	547	575	572	440	440	442	-1	-2	-2	-2	0	3	0	64	120	110	-3	30	0	11	0	100	1	200	1300	4	0	14	0	0	-1	-1	-1	2	2	0	0	0	0	0	0	0	0	-1	-1	0	2	4	10	25	4	28	0	0	201334805	2	5	1	0	60	4	3	0
442	BUNKER	Bunker	442	1000	1000	16777215	1	0	0	3	0	5	0	549	577	572	441	441	-1	-1	-2	-2	-2	0	3	0	64	120	115	-3	30	0	12	0	100	1	300	1700	4	0	16	0	0	-1	-1	-1	2	2	0	0	0	0	0	0	0	0	-1	-1	0	2	4	10	25	6	32	0	0	201334805	2	5	1	0	70	4	3	0
443	FORT	Fort	443	2000	2000	16777215	1	0	0	10	0	30	0	544	573	573	-1	-1	444	-1	-2	-2	-2	0	4	0	131072	180	100	-3	30	0	10	0	100	1	200	2000	5	0	10	0	0	-1	-1	-1	5	5	0	0	0	0	0	0	0	0	-1	-1	0	2	4	25	75	1	40	0	0	2348818449	4	10	2	0	160	4	5	0
444	CASTLE	Castle	444	2000	2000	16777215	1	0	0	10	0	30	0	545	573	573	443	443	445	-1	-2	-2	-2	0	4	0	131072	180	110	-3	30	0	10	0	100	1	200	2800	6	0	12	0	0	-1	-1	-1	5	5	0	0	0	0	0	0	0	0	-1	-1	0	2	4	25	75	2	50	0	0	201334805	4	10	2	0	180	4	5	0
445	FORTRESS	Fortress	445	2000	2000	16777215	1	0	0	10	0	30	0	547	575	573	444	444	446	-1	-2	-2	-2	0	4	0	64	180	120	-3	30	0	11	0	100	1	200	3700	7	0	14	0	0	-1	-1	-1	5	5	0	0	0	0	0	0	0	0	-1	-1	0	2	4	25	75	4	60	0	0	201334805	4	10	2	0	200	4	5	0
446	REDOUBT	Redoubt	446	2000	2000	16777215	1	0	0	10	0	30	0	549	577	573	445	445	-1	-1	-2	-2	-2	0	4	0	64	180	125	-3	30	0	12	0	100	1	200	4600	8	0	16	0	0	-1	-1	-1	5	5	0	0	0	0	0	0	0	0	-1	-1	0	2	4	25	75	6	70	0	0	201334805	4	10	2	0	220	4	5	0
447	AIRBASE	Airbase	447	600	600	16777215	1	0	0	8	0	0	7	573	548	-1	-1	-1	-1	-1	-2	-2	-2	0	1	1	576	0	50	0	0	0	0	0	100	0	200	2400	2	0	12	0	0	-1	-1	-1	5	9	0	0	0	0	0	0	0	0	-1	-1	0	2	5	25	25	1	20	0	0	3221233681	0	0	0	0	50	5	1	0
448	ELDORADO	El Dorado	448	420	420	16777215	0	0	6	0	0	0	0	-2	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	100	0	200	1200	2	0	6	0	0	-1	-1	-1	8	8	0	0	0	0	0	0	0	0	-1	-1	0	2	1	0	20	0	20	0	0	8721	0	0	0	0	30	1	3	0
449	WASHINGTONMONUMENT	Washington Monument	449	1000	1000	16777215	1	0	0	3	0	5	0	-2	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	3	0	131072	0	100	-3	30	0	10	0	100	1	200	750	4	0	10	0	0	-1	-1	-1	2	2	0	0	0	0	0	0	0	0	-1	-1	0	2	4	10	25	0	20	0	0	17	2	5	1	0	0	4	3	0
450	LENINSTATUE	Lenin Statue	450	1000	1000	16777215	1	0	0	3	0	5	0	-2	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	3	0	131072	0	100	-3	30	0	10	0	100	1	200	750	4	0	10	0	0	-1	-1	-1	2	2	0	0	0	0	0	0	0	0	-1	-1	0	2	4	10	25	0	20	0	0	17	2	5	1	0	0	4	3	0
451	HOUSE0	House	451	1000	1000	16777215	1	0	0	3	0	5	0	-2	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	3	0	131072	0	100	-3	30	0	10	0	100	1	200	750	4	0	10	0	0	-1	-1	-1	2	2	0	0	0	0	0	0	0	0	-1	-1	0	2	4	10	25	0	20	0	0	17	2	5	1	0	0	4	3	0
452	HOUSE1	House	452	1000	1000	16777215	1	0	0	3	0	5	0	-2	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	3	0	131072	0	100	-3	30	0	10	0	100	1	200	750	4	0	10	0	0	-1	-1	-1	2	2	0	0	0	0	0	0	0	0	-1	-1	0	2	4	10	25	0	20	0	0	17	2	5	1	0	0	4	3	0
453	HOUSE2	House	453	1000	1000	16777215	1	0	0	3	0	5	0	-2	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	3	0	131072	0	100	-3	30	0	10	0	100	1	200	750	4	0	10	0	0	-1	-1	-1	2	2	0	0	0	0	0	0	0	0	-1	-1	0	2	4	10	25	0	20	0	0	17	2	5	1	0	0	4	3	0
454	HOUSE3	House	454	1000	1000	16777215	1	0	0	3	0	5	0	-2	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	3	0	131072	0	100	-3	30	0	10	0	100	1	200	750	4	0	10	0	0	-1	-1	-1	2	2	0	0	0	0	0	0	0	0	-1	-1	0	2	4	10	25	0	20	0	0	17	2	5	1	0	0	4	3	0
455	HOUSE4	House	455	1000	1000	16777215	1	0	0	3	0	5	0	-2	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	3	0	131072	0	100	-3	30	0	10	0	100	1	200	750	4	0	10	0	0	-1	-1	-1	2	2	0	0	0	0	0	0	0	0	-1	-1	0	2	4	10	25	0	20	0	0	17	2	5	1	0	0	4	3	0
456	HOUSE5	House	456	1000	1000	16777215	1	0	0	3	0	5	0	-2	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	3	0	131072	0	100	-3	30	0	10	0	100	1	200	750	4	0	10	0	0	-1	-1	-1	2	2	0	0	0	0	0	0	0	0	-1	-1	0	2	4	10	25	0	20	0	0	17	2	5	1	0	0	4	3	0
457	HOUSE6	House	457	1000	1000	16777215	1	0	0	3	0	5	0	-2	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	3	0	131072	0	100	-3	30	0	10	0	100	1	200	750	4	0	10	0	0	-1	-1	-1	2	2	0	0	0	0	0	0	0	0	-1	-1	0	2	4	10	25	0	20	0	0	17	2	5	1	0	0	4	3	0
458	HOUSE7	House	458	1000	1000	16777215	1	0	0	3	0	5	0	-2	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	3	0	131072	0	100	-3	30	0	10	0	100	1	200	750	4	0	10	0	0	-1	-1	-1	2	2	0	0	0	0	0	0	0	0	-1	-1	0	2	4	10	25	0	20	0	0	17	2	5	1	0	0	4	3	0
459	HOUSE8	House	459	1000	1000	16777215	1	0	0	3	0	5	0	-2	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	3	0	131072	0	100	-3	30	0	10	0	100	1	200	750	4	0	10	0	0	-1	-1	-1	2	2	0	0	0	0	0	0	0	0	-1	-1	0	2	4	10	25	0	20	0	0	17	2	5	1	0	0	4	3	0
460	HOUSE9	House	460	1000	1000	16777215	1	0	0	3	0	5	0	-2	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	3	0	131072	0	100	-3	30	0	10	0	100	1	200	750	4	0	10	0	0	-1	-1	-1	2	2	0	0	0	0	0	0	0	0	-1	-1	0	2	4	10	25	0	20	0	0	17	2	5	1	0	0	4	3	0
461	HOUSE10	House	461	1000	1000	16777215	1	0	0	3	0	5	0	-2	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	3	0	131072	0	100	-3	30	0	10	0	100	1	200	750	4	0	10	0	0	-1	-1	-1	2	2	0	0	0	0	0	0	0	0	-1	-1	0	2	4	10	25	0	20	0	0	17	2	5	1	0	0	4	3	0
462	HOUSE11	House	462	1000	1000	16777215	1	0	0	3	0	5	0	-2	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	3	0	131072	0	100	-3	30	0	10	0	100	1	200	750	4	0	10	0	0	-1	-1	-1	2	2	0	0	0	0	0	0	0	0	-1	-1	0	2	4	10	25	0	20	0	0	17	2	5	1	0	0	4	3	0
463	HOUSE12	House	463	1000	1000	16777215	1	0	0	3	0	5	0	-2	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	3	0	131072	0	100	-3	30	0	10	0	100	1	200	750	4	0	10	0	0	-1	-1	-1	2	2	0	0	0	0	0	0	0	0	-1	-1	0	2	4	10	25	0	20	0	0	17	2	5	1	0	0	4	3	0
464	HOUSE13	House	464	1000	1000	16777215	1	0	0	3	0	5	0	-2	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	3	0	131072	0	100	-3	30	0	10	0	100	1	200	750	4	0	10	0	0	-1	-1	-1	2	2	0	0	0	0	0	0	0	0	-1	-1	0	2	4	10	25	0	20	0	0	17	2	5	1	0	0	4	3	0
465	HOUSE14	House	465	1000	1000	16777215	1	0	0	3	0	5	0	-2	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	3	0	131072	0	100	-3	30	0	10	0	100	1	200	750	4	0	10	0	0	-1	-1	-1	2	2	0	0	0	0	0	0	0	0	-1	-1	0	2	4	10	25	0	20	0	0	17	2	5	1	0	0	4	3	0
466	HOUSE15	House	466	1000	1000	16777215	1	0	0	3	0	5	0	-2	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	3	0	131072	0	100	-3	30	0	10	0	100	1	200	750	4	0	10	0	0	-1	-1	-1	2	2	0	0	0	0	0	0	0	0	-1	-1	0	2	4	10	25	0	20	0	0	17	2	5	1	0	0	4	3	0
467	HOUSE16	House	467	1000	1000	16777215	1	0	0	3	0	5	0	-2	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	3	0	131072	0	100	-3	30	0	10	0	100	1	200	750	4	0	10	0	0	-1	-1	-1	2	2	0	0	0	0	0	0	0	0	-1	-1	0	2	4	10	25	0	20	0	0	17	2	5	1	0	0	4	3	0
468	HOUSE17	House	468	1000	1000	16777215	1	0	0	3	0	5	0	-2	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	3	0	131072	0	100	-3	30	0	10	0	100	1	200	750	4	0	10	0	0	-1	-1	-1	2	2	0	0	0	0	0	0	0	0	-1	-1	0	2	4	10	25	0	20	0	0	17	2	5	1	0	0	4	3	0
469	HOUSE18	House	469	1000	1000	16777215	1	0	0	3	0	5	0	-2	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	3	0	131072	0	100	-3	30	0	10	0	100	1	200	750	4	0	10	0	0	-1	-1	-1	2	2	0	0	0	0	0	0	0	0	-1	-1	0	2	4	10	25	0	20	0	0	17	2	5	1	0	0	4	3	0
470	HOUSE19	House	470	1000	1000	16777215	1	0	0	3	0	5	0	-2	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	3	0	131072	0	100	-3	30	0	10	0	100	1	200	750	4	0	10	0	0	-1	-1	-1	2	2	0	0	0	0	0	0	0	0	-1	-1	0	2	4	10	25	0	20	0	0	17	2	5	1	0	0	4	3	0
471	HOUSE20	House	471	1000	1000	16777215	1	0	0	3	0	5	0	-2	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	3	0	131072	0	100	-3	30	0	10	0	100	1	200	750	4	0	10	0	0	-1	-1	-1	2	2	0	0	0	0	0	0	0	0	-1	-1	0	2	4	10	25	0	20	0	0	17	2	5	1	0	0	4	3	0
472	HOUSE21	House	472	1000	1000	16777215	1	0	0	3	0	5	0	-2	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	3	0	131072	0	100	-3	30	0	10	0	100	1	200	750	4	0	10	0	0	-1	-1	-1	2	2	0	0	0	0	0	0	0	0	-1	-1	0	2	4	10	25	0	20	0	0	17	2	5	1	0	0	4	3	0
473	HOUSE22	House	473	1000	1000	16777215	1	0	0	3	0	5	0	-2	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	3	0	131072	0	100	-3	30	0	10	0	100	1	200	750	4	0	10	0	0	-1	-1	-1	2	2	0	0	0	0	0	0	0	0	-1	-1	0	2	4	10	25	0	20	0	0	17	2	5	1	0	0	4	3	0
474	HOUSE23	House	474	1000	1000	16777215	1	0	0	3	0	5	0	-2	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	3	0	131072	0	100	-3	30	0	10	0	100	1	200	750	4	0	10	0	0	-1	-1	-1	2	2	0	0	0	0	0	0	0	0	-1	-1	0	2	4	10	25	0	20	0	0	17	2	5	1	0	0	4	3	0
475	HOUSE24	House	475	1000	1000	16777215	1	0	0	3	0	5	0	-2	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	3	0	131072	0	100	-3	30	0	10	0	100	1	200	750	4	0	10	0	0	-1	-1	-1	2	2	0	0	0	0	0	0	0	0	-1	-1	0	2	4	10	25	0	20	0	0	17	2	5	1	0	0	4	3	0
476	HOUSE25	House	476	1000	1000	16777215	1	0	0	3	0	5	0	-2	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	3	0	131072	0	100	-3	30	0	10	0	100	1	200	750	4	0	10	0	0	-1	-1	-1	2	2	0	0	0	0	0	0	0	0	-1	-1	0	2	4	10	25	0	20	0	0	17	2	5	1	0	0	4	3	0
477	HOUSE26	House	477	1000	1000	16777215	1	0	0	3	0	5	0	-2	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	3	0	131072	0	100	-3	30	0	10	0	100	1	200	750	4	0	10	0	0	-1	-1	-1	2	2	0	0	0	0	0	0	0	0	-1	-1	0	2	4	10	25	0	20	0	0	17	2	5	1	0	0	4	3	0
478	HOUSE27	House	478	1000	1000	16777215	1	0	0	3	0	5	0	-2	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	3	0	131072	0	100	-3	30	0	10	0	100	1	200	750	4	0	10	0	0	-1	-1	-1	2	2	0	0	0	0	0	0	0	0	-1	-1	0	2	4	10	25	0	20	0	0	17	2	5	1	0	0	4	3	0
479	HOUSE28	House	479	1000	1000	16777215	1	0	0	3	0	5	0	-2	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	3	0	131072	0	100	-3	30	0	10	0	100	1	200	750	4	0	10	0	0	-1	-1	-1	2	2	0	0	0	0	0	0	0	0	-1	-1	0	2	4	10	25	0	20	0	0	17	2	5	1	0	0	4	3	0
480	HOUSE29	House	480	1000	1000	16777215	1	0	0	3	0	5	0	-2	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	3	0	131072	0	100	-3	30	0	10	0	100	1	200	750	4	0	10	0	0	-1	-1	-1	2	2	0	0	0	0	0	0	0	0	-1	-1	0	2	4	10	25	0	20	0	0	17	2	5	1	0	0	4	3	0
481	HOUSE30	House	481	1000	1000	16777215	1	0	0	3	0	5	0	-2	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	3	0	131072	0	100	-3	30	0	10	0	100	1	200	750	4	0	10	0	0	-1	-1	-1	2	2	0	0	0	0	0	0	0	0	-1	-1	0	2	4	10	25	0	20	0	0	17	2	5	1	0	0	4	3	0
482	HOUSE31	House	482	1000	1000	16777215	1	0	0	3	0	5	0	-2	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	3	0	131072	0	100	-3	30	0	10	0	100	1	200	750	4	0	10	0	0	-1	-1	-1	2	2	0	0	0	0	0	0	0	0	-1	-1	0	2	4	10	25	0	20	0	0	17	2	5	1	0	0	4	3	0
483	HOUSE32	House	483	1000	1000	16777215	1	0	0	3	0	5	0	-2	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	3	0	131072	0	100	-3	30	0	10	0	100	1	200	750	4	0	10	0	0	-1	-1	-1	2	2	0	0	0	0	0	0	0	0	-1	-1	0	2	4	10	25	0	20	0	0	17	2	5	1	0	0	4	3	0
484	HOUSE33	House	484	1000	1000	16777215	1	0	0	3	0	5	0	-2	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	3	0	131072	0	100	-3	30	0	10	0	100	1	200	750	4	0	10	0	0	-1	-1	-1	2	2	0	0	0	0	0	0	0	0	-1	-1	0	2	4	10	25	0	20	0	0	17	2	5	1	0	0	4	3	0
485	HOUSE34	House	485	1000	1000	16777215	1	0	0	3	0	5	0	-2	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	3	0	131072	0	100	-3	30	0	10	0	100	1	200	750	4	0	10	0	0	-1	-1	-1	2	2	0	0	0	0	0	0	0	0	-1	-1	0	2	4	10	25	0	20	0	0	17	2	5	1	0	0	4	3	0
486	HOUSE35	House	486	1000	1000	16777215	1	0	0	3	0	5	0	-2	-1	-1	-1	-1	-1	-1	-2	-2	-2	0	3	0	131072	0	100	-3	30	0	10	0	100	1	200	750	4	0	10	0	0	-1	-1	-1	2	2	0	0	0	0	0	0	0	0	-1	-1	0	2	4	10	25	0	20	0	0	17	2	5	1	0	0	4	3	0
